product_id,product_name,category,brand,cost_price,selling_price,stock,product_status
317,Configurable asymmetric synergy,Grocery,Levis,40514.68,46142.15,386,Inactive
723,Ergonomic full-range policy,Clothing,Philips,37432.17,18716.08,228,Inactive
560,Monitored regional conglomeration,Books,Sony,24043.85,26753.66,441,Inactive
372,Triple-buffered intermediate task-force,Grocery,Nestle,37179.36,53914.15,315,Inactive
545,Team-oriented composite definition,Books,Samsung,35998.03,42245.72,216,Inactive
850,Customer-focused systematic protocol,Grocery,Puma,38092.73,50132.23,234,Active
395,Function-based context-sensitive initiative,Home,Adidas,903.21,1273.48,95,Active
173,Phased 5thgeneration analyzer,Sports,Nestle,17029.11,20502.57,418,Active
126,Horizontal exuding installation,Grocery,Sony,31410.26,33125.31,237,Inactive
899,Stand-alone exuding hardware,Grocery,Nestle,24847.8,26798.61,67,Inactive
579,Progressive coherent strategy,Electronics,Samsung,3401.45,3716.08,302,Active
949,Integrated client-server circuit,Beauty,Adidas,33758.2,40747.48,361,Active
921,Multi-channeled bifurcated productivity,Clothing,LG,42255.44,53999.05,153,Active
91,Horizontal local Internet solution,Toys,Sony,27305.68,30779.55,125,Active
971,Optimized leadingedge concept,Beauty,Nike,32499.96,39546.58,228,Active
182,Innovative cohesive success,Home,Samsung,3677.4,4505.02,287,Active
364,User-friendly zero administration strategy,Toys,Levis,46707.89,60207.3,121,Inactive
275,Cross-platform impactful approach,Toys,Samsung,33989.66,48613.32,294,Active
913,Progressive zero tolerance capability,Clothing,Puma,2346.2,3304.21,76,Inactive
70,Multi-tiered zero administration pricing structure,Grocery,Puma,2371.65,3539.59,264,Active
292,Integrated interactive archive,Clothing,Apple,4654.8,6130.67,57,Inactive
132,Balanced national database,Sports,Levis,18911.63,25690.06,209,Active
301,Horizontal context-sensitive infrastructure,Clothing,LG,26431.74,30602.5,165,Active
448,Virtual 5thgeneration flexibility,Beauty,Philips,34973.44,52003.39,299,Inactive
327,Enhanced cohesive process improvement,Books,Sony,29235.95,35904.61,267,Active
145,Multi-channeled directional open architecture,Books,Adidas,23336.89,27489.29,292,Inactive
552,Business-focused motivating moderator,Books,Sony,29769.38,43233.29,483,Inactive
596,De-engineered scalable interface,Electronics,Sony,22757.13,26332.32,278,Inactive
656,Realigned next generation knowledgebase,Home,Levis,4268.06,4710.81,305,Active
136,Compatible contextually-based emulation,Electronics,Adidas,32376.28,42910.3,310,Active
431,Re-engineered disintermediate flexibility,Unknown_Category,Philips,48565.53,54273.1,270,Inactive
165,Phased clear-thinking firmware,Toys,Samsung,3972.71,5703.13,5,Active
29,Vision-oriented empowering throughput,Beauty,Apple,19512.66,22320.37,414,Active
588,Future-proofed didactic conglomeration,Home,Levis,13120.22,17408.03,15,Active
194,Phased discrete frame,Grocery,Sony,24591.03,34050.52,286,Active
791,Advanced uniform software,Clothing,Sony,997.48,1123.32,137,Inactive
653,Expanded maximized project,Electronics,Samsung,24587.21,29913.61,236,Active
170,Enterprise-wide static strategy,Clothing,Adidas,611.63,877.25,236,Inactive
514,Quality-focused impactful definition,Grocery,LG,16972.91,17911.2,430,Active
141,Adaptive neutral installation,Toys,Nestle,43184.85,50068.63,372,Active
174,Re-contextualized national capacity,Home,Levis,41691.96,61451.03,366,Inactive
7,Focused web-enabled archive,Home,Philips,15361.67,16767.79,276,Inactive
657,Assimilated human-resource circuit,Electronics,Puma,7658.98,10613.14,2,Inactive
965,Object-based intermediate Internet solution,Toys,Nike,42764.57,53533.63,410,Active
74,Function-based discrete product,Books,Philips,2420.23,3491.34,178,Active
765,Fully-configurable mission-critical approach,Clothing,Nike,7002.44,7680.3,405,Active
654,Right-sized tertiary projection,Sports,Apple,11713.32,12567.62,152,Active
239,Cloned high-level customer loyalty,Beauty,Nike,18139.02,20229.35,221,Active
146,Open-source incremental circuit,Electronics,Apple,20701.12,24431.05,498,Inactive
809,Re-engineered 6thgeneration toolset,Electronics,Puma,9577.4,11001.04,414,Active
235,Customizable static paradigm,Sports,Nestle,46981.11,52306.62,81,Inactive
221,Visionary object-oriented methodology,Unknown_Category,Adidas,17834.55,8917.27,52,Inactive
501,Innovative holistic project,Toys,Nike,40885.33,56245.55,303,Inactive
674,Re-engineered encompassing function,Sports,Nestle,1551.36,2215.68,322,Active
133,Diverse 3rdgeneration hub,Toys,Sony,16356.13,20919.98,4,Inactive
812,Multi-channeled system-worthy customer loyalty,Electronics,Adidas,38040.1,49155.55,138,Inactive
434,Integrated composite adapter,Home,Nike,45841.68,64272.56,445,Inactive
671,Persevering high-level structure,Beauty,Samsung,35460.92,45773.84,324,Inactive
186,Cloned asynchronous pricing structure,Beauty,Puma,19271.44,22256.47,77,Inactive
42,Optimized non-volatile hierarchy,Beauty,Nestle,5346.74,5890.33,291,Active
626,Cross-group content-based success,Toys,Nike,2471.46,2971.58,404,Inactive
109,Open-architected content-based protocol,Home,Philips,43333.97,50082.24,31,Active
604,Phased homogeneous benchmark,Clothing,Nike,46169.36,66095.74,286,Inactive
57,Managed well-modulated firmware,Beauty,LG,14988.24,16985.7,0,Active
429,Right-sized non-volatile frame,Home,Samsung,8627.67,9570.1,391,Inactive
469,Ameliorated impactful matrices,Sports,Nestle,20856.51,23033.07,266,Inactive
577,Stand-alone full-range capacity,Home,LG,3024.35,3192.69,249,Inactive
878,Up-sized 24/7 archive,Clothing,Philips,32044.44,33817.31,207,Active
25,Profound mobile open architecture,Electronics,Apple,35248.81,47277.18,450,Inactive
441,Fully-configurable global projection,Sports,Samsung,12810.29,14789.11,429,Active
883,Vision-oriented impactful alliance,Home,Nike,41221.04,44763.98,72,Inactive
544,Intuitive grid-enabled workforce,Beauty,Levis,13072.5,16605.42,375,Active
634,Networked context-sensitive analyzer,Grocery,Apple,20312.94,25309.04,188,Inactive
831,Networked disintermediate task-force,Beauty,Apple,29399.48,37027.24,147,Active
945,Object-based dynamic analyzer,Electronics,Nestle,21468.11,30735.86,313,Inactive
339,Proactive fault-tolerant hub,Home,Apple,36209.0,45218.71,117,Inactive
52,Reactive user-facing architecture,Grocery,Puma,26575.98,28265.2,406,Inactive
384,Re-contextualized optimizing access,Home,Apple,29635.64,37418.54,141,Active
528,Right-sized content-based framework,Home,Levis,18080.61,21742.58,32,Active
939,Stand-alone client-driven utilization,Beauty,Nestle,1147.42,1600.22,-100,Active
888,Networked homogeneous conglomeration,Home,Adidas,39067.58,45174.88,113,Inactive
265,Grass-roots secondary monitoring,Books,Sony,48166.28,71076.18,387,Inactive
550,Right-sized transitional knowledgebase,Sports,Apple,20515.03,22254.81,436,Inactive
914,Innovative bifurcated standardization,Toys,Nestle,2282.08,2750.54,137,Active
698,Function-based radical structure,Beauty,Nike,23641.88,27895.84,291,Inactive
396,Stand-alone maximized matrix,Toys,LG,8366.2,12169.68,5,Inactive
530,Streamlined 4thgeneration function,Sports,Levis,30070.04,35761.41,411,Inactive
869,Inverse neutral Local Area Network,Beauty,Apple,44673.79,56324.88,337,Inactive
19,,Home,Nike,35053.53,49313.69,272,Active
732,Future-proofed system-worthy circuit,Books,Puma,44415.76,55822.14,194,Inactive
679,Fully-configurable reciprocal leverage,Books,Adidas,1065.94,1425.87,31,Inactive
582,Multi-tiered dedicated structure,Toys,Nike,14149.71,20634.52,236,Inactive
977,Integrated real-time ability,Sports,LG,43983.66,61242.73,303,Inactive
368,Fundamental composite contingency,Clothing,Apple,15088.17,22525.24,410,Inactive
84,Virtual stable budgetary management,Sports,Sony,23381.78,25725.28,11,Active
62,Horizontal background success,Electronics,Nike,17730.32,25465.09,362,Inactive
842,Fundamental demand-driven forecast,Clothing,Levis,23249.5,30697.03,265,Inactive
273,Business-focused multi-tasking analyzer,Grocery,Levis,31026.14,39881.98,282,Inactive
286,Synchronized asymmetric Graphical User Interface,Clothing,Levis,41310.51,54025.01,499,Active
361,Secured holistic matrix,Grocery,Nestle,45885.65,67640.86,-100,Inactive
355,Multi-tiered system-worthy Internet solution,Books,Sony,32011.42,37167.11,93,Inactive
482,De-engineered bi-directional archive,Grocery,Samsung,48218.46,68783.17,148,Active
279,Vision-oriented human-resource focus group,Grocery,LG,21182.45,30061.43,286,Active
13,Grass-roots stable toolset,Books,Samsung,1062.14,1517.35,278,Active
183,Horizontal secondary circuit,Electronics,Adidas,403.78,480.54,33,Active
369,Synergized holistic approach,Unknown_Category,Levis,35012.45,42152.82,453,Active
600,Vision-oriented uniform encryption,Electronics,Levis,26578.61,38651.36,441,Inactive
631,Self-enabling intermediate model,Clothing,Sony,15556.08,21391.24,31,Active
224,Synergistic 3rdgeneration matrices,Grocery,Apple,46090.31,48645.07,232,Active
972,Networked user-facing groupware,Grocery,Nestle,17827.36,18727.91,392,Active
715,Ameliorated web-enabled analyzer,Toys,LG,16628.74,24572.02,360,Active
778,Organized contextually-based software,Electronics,Sony,10235.9,11011.14,204,Inactive
558,Expanded directional application,Beauty,Apple,21483.68,25513.12,409,Inactive
466,Customizable impactful encoding,Grocery,LG,5835.0,7262.49,32,Inactive
598,Digitized multi-tasking time-frame,Books,Puma,25789.19,32359.3,212,Active
708,Secured encompassing throughput,Clothing,Levis,27022.97,32177.39,451,Inactive
177,,Beauty,Adidas,7058.02,9753.18,175,Active
681,Innovative actuating time-frame,Beauty,Sony,29221.32,35516.28,46,Active
854,Cloned content-based model,Grocery,Nestle,9160.89,13071.52,444,Inactive
955,Robust radical architecture,Beauty,Philips,25242.22,27400.04,278,Active
457,Intuitive even-keeled Local Area Network,Books,LG,21491.72,26079.1,-50,Inactive
533,De-engineered dedicated matrix,Clothing,Nike,3145.89,4643.31,120,Active
394,Expanded responsive application,Clothing,Nestle,27753.28,36933.84,395,Active
164,Re-contextualized maximized task-force,Grocery,LG,280.52,309.97,43,Active
249,,Books,Philips,47670.83,62138.15,261,Inactive
650,Compatible national strategy,Clothing,Nike,34753.28,46274.1,101,Inactive
903,Synergized cohesive support,Grocery,Apple,1044.29,1487.28,70,Active
685,Diverse reciprocal toolset,Books,Nike,26283.93,34242.06,91,Inactive
376,Multi-lateral value-added orchestration,Clothing,Philips,3454.32,4852.9,455,Active
413,Sharable coherent project,Grocery,Nestle,14718.34,20520.68,333,Active
75,De-engineered coherent Graphical User Interface,Electronics,Adidas,17261.02,21326.7,461,Inactive
114,Face-to-face neutral interface,Grocery,Adidas,42634.0,61584.48,270,Inactive
584,Ergonomic tangible implementation,Toys,LG,24456.08,-100.0,141,Active
573,Re-engineered impactful solution,Beauty,Philips,8998.64,12759.24,327,Active
391,Digitized radical neural-net,Grocery,Nike,31900.39,42012.26,304,Inactive
105,Balanced client-server intranet,Sports,Puma,11947.57,17261.1,398,Inactive
115,Persistent didactic hardware,Clothing,Philips,45406.75,55359.24,126,Inactive
418,Exclusive web-enabled collaboration,Beauty,Adidas,6489.75,7316.22,236,Inactive
669,Devolved analyzing ability,Books,Nike,42011.47,48444.44,172,Inactive
458,Fully-configurable logistical secured line,Toys,Apple,38722.06,54993.64,131,Active
410,Streamlined encompassing instruction set,Sports,Philips,33008.67,42993.43,222,Active
93,Profit-focused fresh-thinking groupware,Sports,Philips,32905.22,47294.85,103,Active
820,Ameliorated interactive synergy,Grocery,Puma,44649.06,62231.28,220,Inactive
90,Adaptive stable model,Beauty,Samsung,730.47,1067.03,347,Active
337,Synergistic fault-tolerant task-force,Beauty,Adidas,15520.19,23209.23,268,Inactive
860,Organized reciprocal software,Sports,Philips,42271.54,44481.62,154,Active
940,Enterprise-wide real-time algorithm,Clothing,Apple,13832.62,19438.31,127,Inactive
952,Advanced fresh-thinking monitoring,Sports,Sony,6767.57,9230.84,330,Inactive
884,Synergistic systemic ability,Home,Adidas,43643.7,46011.39,465,Active
621,Cloned even-keeled migration,Electronics,Nike,4207.05,5863.75,68,Active
790,Enhanced foreground strategy,Clothing,Apple,41176.52,47049.44,-10,Active
627,Balanced attitude-oriented implementation,Home,Nestle,29872.55,31656.96,460,Inactive
95,Digitized eco-centric strategy,Electronics,Samsung,36081.82,52544.04,202,Active
12,Face-to-face executive support,Toys,Adidas,42909.84,63960.75,341,Active
397,Switchable actuating access,Toys,Philips,1392.24,1778.0,414,Inactive
546,Cross-group executive neural-net,Grocery,Samsung,24811.78,33009.22,485,Active
44,Cross-platform high-level implementation,Electronics,Adidas,21721.83,31493.98,450,Active
43,Business-focused 4thgeneration model,Home,Sony,41278.79,57072.77,-100,Active
168,Reactive multi-state time-frame,Home,Levis,4779.53,5216.76,232,Active
417,Phased homogeneous pricing structure,Electronics,Nestle,44324.74,51998.34,154,Inactive
877,Open-source actuating knowledgebase,Electronics,Adidas,35679.35,44889.79,421,Inactive
427,Enhanced scalable adapter,Grocery,Nestle,39581.28,45745.32,341,Inactive
900,Cross-group object-oriented service-desk,Books,LG,9095.15,13264.34,189,Active
981,Reduced well-modulated customer loyalty,Toys,Levis,38153.74,56661.38,69,Active
976,Face-to-face next generation moderator,Toys,Adidas,37846.8,45299.41,53,Inactive
688,User-centric uniform encryption,Grocery,Nestle,20334.74,24512.67,467,Active
258,Decentralized background projection,Electronics,Sony,26095.14,36224.75,48,Inactive
336,Synchronized solution-oriented instruction set,Home,Puma,30509.44,34519.61,313,Active
16,Synergistic composite info-mediaries,Home,LG,34243.53,42901.43,73,Active
645,Stand-alone executive access,Electronics,Nestle,46241.21,54474.8,-100,Inactive
325,Fully-configurable mission-critical pricing structure,Books,Adidas,4576.73,6513.9,472,Inactive
775,Pre-emptive radical toolset,Home,Sony,34846.88,49908.6,165,Inactive
223,Persistent foreground info-mediaries,Toys,Apple,6660.21,8160.49,205,Active
180,Multi-layered user-facing algorithm,Grocery,Puma,16722.58,21563.56,318,Inactive
661,Re-engineered executive synergy,Beauty,Adidas,22797.58,29506.15,129,Inactive
522,Stand-alone responsive hierarchy,Grocery,Puma,38743.71,54190.8,139,Inactive
23,Diverse homogeneous hub,Toys,Nestle,28193.31,38642.29,43,Active
357,Assimilated fresh-thinking help-desk,Sports,Nike,20343.83,29287.27,76,Inactive
962,Centralized high-level Internet solution,Grocery,Puma,14927.8,21170.1,308,Inactive
906,Extended interactive framework,Books,Puma,48477.84,63614.39,361,Inactive
341,Grass-roots methodical groupware,Toys,Levis,33871.68,42099.5,339,Inactive
432,Down-sized content-based Internet solution,Clothing,Adidas,5631.2,6431.62,21,Inactive
774,,Books,LG,5428.59,6853.49,75,Inactive
851,Optional upward-trending framework,Clothing,Philips,4824.33,5345.59,223,Active
204,Automated secondary model,Beauty,Levis,44358.4,63983.89,117,Inactive
918,Distributed bottom-line matrix,Home,Sony,15744.58,21339.94,311,Active
94,User-friendly transitional implementation,Toys,Samsung,5279.13,6931.59,96,Active
571,,Toys,Nike,24658.83,28797.69,209,Active
69,Virtual value-added conglomeration,Sports,Adidas,29317.76,39667.46,-10,Active
755,Pre-emptive executive paradigm,Electronics,Levis,29454.54,38984.91,138,Active
285,Universal zero-defect challenge,Beauty,Samsung,38317.72,54410.23,309,Inactive
928,Focused secondary function,Sports,Levis,47328.7,56957.9,446,Inactive
435,Persistent national policy,Books,Nike,40606.25,56623.5,375,Inactive
154,Pre-emptive coherent implementation,Grocery,Samsung,43370.43,48844.12,167,Active
76,Front-line value-added focus group,Home,LG,7762.13,11149.8,58,Inactive
747,User-friendly foreground Graphic Interface,Sports,Levis,10773.17,14525.91,84,Active
447,Profit-focused intermediate array,Electronics,LG,22088.85,23494.44,276,Active
189,Streamlined value-added open architecture,Grocery,Samsung,18782.58,20654.39,293,Active
272,Open-source responsive frame,Grocery,LG,39675.72,52895.43,13,Active
237,Reduced zero tolerance framework,Books,Samsung,12952.27,15467.57,413,Inactive
488,Extended disintermediate website,Grocery,Samsung,41425.56,59533.12,473,Inactive
118,Devolved clear-thinking conglomeration,Books,Adidas,11703.95,15911.13,236,Active
836,Secured object-oriented productivity,Books,Puma,9636.05,10308.59,308,Inactive
513,Integrated multi-state matrix,Electronics,Adidas,35638.45,51791.28,208,Active
77,Synergistic mobile instruction set,Electronics,Levis,29310.3,41243.19,397,Inactive
686,Organic holistic initiative,Sports,Philips,37356.97,53446.46,78,Active
127,Profound 24/7 knowledgebase,Grocery,Apple,1781.78,2357.26,111,Active
117,Persistent mission-critical hub,Sports,Adidas,29555.22,31625.6,19,Inactive
474,Managed impactful productivity,Electronics,Apple,18574.21,26735.67,315,Inactive
709,Advanced national process improvement,Books,Nike,23749.97,29088.28,125,Inactive
58,Seamless bottom-line service-desk,Unknown_Category,Adidas,34773.91,36608.51,265,Active
690,Customer-focused needs-based artificial intelligence,Beauty,Sony,37870.36,0.0,41,Inactive
930,Automated next generation time-frame,Clothing,Nestle,13644.95,15479.41,212,Active
370,Face-to-face interactive architecture,Electronics,Levis,25556.23,36413.42,467,Inactive
269,Monitored context-sensitive pricing structure,Grocery,Samsung,7493.68,10547.94,473,Inactive
47,Ameliorated bifurcated moderator,Grocery,Nike,46778.9,56070.32,415,Inactive
350,Up-sized bi-directional standardization,Home,Samsung,46142.9,58126.63,439,Active
196,Adaptive maximized product,Electronics,LG,26619.52,37484.78,246,Active
320,Multi-tiered empowering support,Beauty,Levis,35777.77,38212.08,347,Inactive
852,Universal real-time intranet,Grocery,Samsung,23044.48,26026.94,54,Active
707,Sharable coherent productivity,Electronics,Levis,2625.93,3851.1,468,Active
753,Stand-alone methodical algorithm,Home,LG,46859.43,51051.46,461,Inactive
264,Programmable upward-trending algorithm,Books,Adidas,27585.94,32648.1,275,Inactive
444,Automated systemic architecture,Clothing,Nike,45689.2,63862.2,117,Active
959,Exclusive global core,Toys,Adidas,36955.21,49129.15,175,Inactive
305,De-engineered web-enabled array,Beauty,Nike,7732.13,11458.77,96,Inactive
342,Reduced reciprocal flexibility,Home,Apple,35576.79,51409.35,102,Active
614,Decentralized logistical data-warehouse,Clothing,Adidas,36748.43,48414.84,83,Inactive
987,Proactive radical capacity,Grocery,Nestle,32141.8,42883.16,336,Inactive
150,Re-contextualized secondary projection,Sports,Nestle,36298.44,44166.39,406,Active
125,Seamless logistical collaboration,Sports,Samsung,39946.3,50976.66,295,Inactive
803,Vision-oriented client-server system engine,Grocery,Puma,41185.65,59068.26,83,Active
870,Distributed multi-state process improvement,Beauty,Samsung,38991.09,47112.97,388,Inactive
51,Compatible multi-tasking firmware,Electronics,Nestle,8502.3,10979.96,230,Active
354,Organized systemic knowledge user,Electronics,Nestle,35174.53,49950.89,79,Active
946,Centralized scalable frame,Home,Adidas,37621.64,48120.41,149,Inactive
143,Business-focused non-volatile artificial intelligence,Home,Levis,11139.93,13206.81,361,Active
471,Persistent fresh-thinking project,Sports,Sony,4449.24,6345.74,489,Inactive
400,De-engineered full-range protocol,Books,Adidas,288.19,371.86,60,Inactive
717,Adaptive maximized infrastructure,Clothing,Apple,26542.43,37795.21,479,Active
321,Proactive intangible paradigm,Electronics,Philips,47489.27,52601.63,50,Inactive
20,Distributed radical migration,Electronics,Nike,46642.94,52777.77,176,Inactive
827,Extended context-sensitive paradigm,Home,Samsung,20764.0,27119.7,4,Active
807,Automated context-sensitive challenge,Grocery,Levis,46518.68,58077.81,188,Inactive
826,Multi-lateral high-level adapter,Books,Apple,36734.19,44030.03,368,Inactive
408,Cloned web-enabled service-desk,Electronics,Levis,47633.13,65738.89,122,Active
538,Universal high-level hardware,Sports,Nike,35882.93,44783.72,395,Active
636,Reverse-engineered secondary forecast,Toys,Adidas,45241.72,60340.41,458,Active
39,Distributed multi-tasking knowledgebase,Toys,Philips,25719.09,27149.04,470,Inactive
176,Virtual interactive database,Books,Apple,5089.21,5548.52,212,Active
246,Cross-platform demand-driven function,Books,Puma,40914.23,58462.48,254,Inactive
846,Polarized demand-driven matrices,Home,Philips,16559.21,19997.11,8,Active
683,Persevering logistical knowledgebase,Electronics,Puma,14556.03,15708.03,278,Active
771,User-friendly motivating flexibility,Clothing,Adidas,29557.97,40625.56,340,Inactive
969,Sharable holistic leverage,Beauty,Samsung,13070.06,16155.06,32,Active
155,Function-based explicit installation,Home,Levis,48134.3,52267.55,96,Active
288,Object-based didactic matrices,Grocery,Philips,15866.91,23268.26,150,Active
618,Reduced directional database,Clothing,Levis,38492.62,50004.73,121,Inactive
570,Implemented contextually-based orchestration,Home,LG,21958.34,27742.83,255,Inactive
760,Future-proofed uniform frame,Toys,Adidas,38544.41,53252.2,427,Active
18,Horizontal 5thgeneration policy,Toys,LG,30380.54,43942.17,233,Active
128,Profound next generation function,Beauty,Adidas,11440.09,12298.72,109,Active
323,Cloned executive archive,Books,Levis,24725.01,35866.34,252,Inactive
256,Devolved optimizing methodology,Books,Levis,38192.44,41460.16,459,Inactive
689,Organized well-modulated matrices,Grocery,Apple,28000.17,-100.0,184,Inactive
985,User-friendly multimedia software,Home,Adidas,38885.19,49727.78,406,Active
191,Organized actuating project,Clothing,Levis,12608.82,18019.6,492,Active
116,Profound multi-tasking website,Toys,Nestle,39057.34,45718.32,67,Inactive
632,Reverse-engineered disintermediate parallelism,Toys,Puma,7767.52,10743.86,125,Inactive
607,Self-enabling actuating monitoring,Beauty,Levis,22867.74,28400.42,234,Inactive
181,Down-sized coherent synergy,Home,LG,34785.51,50896.33,227,Inactive
302,Upgradable intermediate contingency,Home,LG,35909.04,39833.42,222,Active
941,Down-sized non-volatile info-mediaries,Books,Samsung,13332.94,16762.28,377,Inactive
729,Reverse-engineered eco-centric pricing structure,Clothing,Apple,40756.73,44667.33,321,Inactive
740,Exclusive disintermediate matrices,Clothing,Puma,46442.73,65366.17,35,Active
974,Progressive web-enabled knowledge user,Grocery,Levis,20977.21,0.0,255,Inactive
788,Distributed tangible Graphic Interface,Clothing,Samsung,12870.46,15906.83,371,Active
518,Advanced system-worthy benchmark,Toys,Levis,43768.12,54156.85,20,Active
412,Pre-emptive systematic application,Books,Levis,14405.88,19237.42,149,Active
46,Balanced even-keeled intranet,Electronics,Philips,25461.26,34858.07,10,Inactive
927,Future-proofed exuding flexibility,Home,LG,20102.4,21998.61,106,Active
158,Multi-lateral stable encoding,Clothing,Nike,22825.17,28037.69,159,Inactive
761,Pre-emptive regional focus group,Grocery,Apple,42240.07,51137.29,460,Active
172,Fundamental user-facing leverage,Beauty,Adidas,20075.09,27966.93,135,Inactive
17,Streamlined 5thgeneration firmware,Books,Adidas,16754.64,23384.12,117,Inactive
512,Public-key discrete encryption,Toys,Nike,41018.08,50564.43,381,Inactive
49,Polarized national challenge,Toys,Levis,16544.74,21152.93,20,Active
992,Devolved 3rdgeneration monitoring,Grocery,Adidas,32590.18,43481.77,333,Inactive
858,Mandatory local product,Home,Samsung,14061.47,7030.73,166,Inactive
516,Horizontal national throughput,Grocery,Adidas,23170.36,33665.56,120,Active
912,Synchronized reciprocal solution,Beauty,Adidas,12018.53,17975.19,12,Inactive
481,Switchable human-resource firmware,Home,LG,46913.28,67891.29,394,Inactive
284,Synergistic national solution,Beauty,Nike,2025.66,2194.27,187,Inactive
735,Polarized holistic budgetary management,Books,Philips,34611.93,40212.21,370,Active
670,Sharable responsive forecast,Books,Puma,6355.49,9398.44,331,Active
226,Balanced hybrid standardization,Electronics,Sony,48491.16,71209.11,485,Inactive
27,Configurable dedicated toolset,Sports,Philips,35321.29,47259.11,325,Active
799,Enhanced executive alliance,Electronics,Puma,33867.9,49418.49,439,Active
438,Monitored actuating paradigm,Beauty,Philips,27517.87,32299.02,88,Inactive
970,Robust logistical migration,Books,Nike,37928.73,51782.81,290,Active
365,Grass-roots responsive matrices,Home,Samsung,22386.23,32345.79,130,Inactive
230,Synchronized zero tolerance architecture,Toys,Sony,11447.82,14130.05,315,Inactive
38,Cloned logistical adapter,Electronics,Levis,48473.31,54649.9,162,Active
986,Cross-group well-modulated open architecture,Books,Philips,39260.71,56712.99,172,Active
375,Sharable secondary help-desk,Electronics,Philips,22943.31,28946.88,267,Active
470,Inverse multi-tasking workforce,Toys,Sony,8058.98,10704.27,409,Inactive
988,Customer-focused exuding success,Toys,Levis,35634.71,41608.72,254,Inactive
868,Synchronized non-volatile circuit,Sports,Samsung,19082.77,24835.42,403,Inactive
909,Multi-tiered mobile alliance,Beauty,Nestle,11351.83,16901.9,190,Active
742,Robust multimedia approach,Electronics,Nestle,2434.83,2629.58,174,Inactive
195,Streamlined scalable budgetary management,Toys,Nike,17661.02,26387.04,361,Inactive
935,User-centric cohesive synergy,Beauty,Nike,45422.26,62924.65,199,Active
882,Secured motivating matrices,Beauty,Adidas,12603.07,16183.47,210,Active
504,Re-contextualized 5thgeneration support,Toys,Apple,34246.68,40644.96,250,Inactive
990,Proactive client-driven superstructure,Home,Puma,27144.81,33576.12,28,Inactive
848,Horizontal directional adapter,Toys,Philips,28256.87,31641.04,327,Active
580,Multi-lateral interactive utilization,Books,LG,10771.37,15128.69,243,Active
989,Secured optimizing knowledgebase,Toys,Puma,23556.14,28614.89,103,Inactive
163,Digitized hybrid methodology,Books,Nestle,22412.3,25051.63,214,Inactive
718,Digitized empowering attitude,Books,Sony,42316.01,59953.36,395,Active
153,De-engineered multi-state analyzer,Clothing,Samsung,31284.48,45599.01,285,Active
697,Open-source global capability,Home,Nike,36109.1,38162.04,8,Inactive
716,Extended intangible task-force,Electronics,Nestle,9287.61,13206.98,193,Active
929,Programmable solution-oriented matrix,Home,Levis,12394.58,18394.64,450,Active
112,Cross-platform actuating circuit,Grocery,Philips,26074.32,31367.98,318,Active
227,,Books,Sony,48009.14,62448.02,299,Inactive
704,Down-sized background Local Area Network,Books,Sony,18245.55,26921.86,359,Inactive
104,Visionary explicit strategy,Books,Sony,9136.15,9682.25,55,Active
422,Re-contextualized tangible approach,Beauty,LG,22294.23,30983.44,134,Inactive
420,Organic non-volatile approach,Electronics,Nestle,36302.69,43754.73,492,Active
849,Programmable eco-centric attitude,Grocery,Philips,17140.0,20349.01,15,Active
587,,Home,Philips,5332.46,7822.15,375,Active
797,Switchable fault-tolerant utilization,Clothing,LG,39043.4,49817.0,189,Active
673,Multi-layered regional Graphic Interface,Books,Samsung,16743.44,18082.64,345,Active
120,Cloned multi-state intranet,Beauty,Nike,8801.38,12477.44,291,Inactive
54,Cross-group dynamic algorithm,Home,Apple,23539.32,33399.58,92,Inactive
152,Digitized multimedia workforce,Sports,Samsung,29170.5,40249.0,61,Inactive
404,Self-enabling didactic toolset,Electronics,Adidas,12402.36,14854.67,376,Inactive
964,Sharable object-oriented interface,Electronics,Nestle,48850.18,71241.81,343,Active
208,Future-proofed 5thgeneration leverage,Sports,Sony,33428.75,48137.96,292,Inactive
659,Adaptive real-time implementation,Beauty,Sony,29480.05,31249.86,374,Inactive
884,Synergistic systemic ability,Home,Adidas,43643.7,46011.39,465,Active
779,Organic multimedia policy,Grocery,Levis,42343.53,58269.6,263,Active
9,Enterprise-wide eco-centric projection,Sports,Puma,14621.52,18211.17,312,Active
825,Operative scalable superstructure,Toys,Sony,22166.89,25814.78,367,Active
37,Realigned 4thgeneration paradigm,Toys,Puma,30673.54,45555.3,23,Active
453,Assimilated incremental success,Beauty,Sony,20424.52,22297.46,179,Active
652,Team-oriented cohesive architecture,Grocery,LG,3463.93,4033.76,418,Active
254,Implemented solution-oriented methodology,Books,Samsung,5274.2,6915.01,219,Inactive
304,Focused stable leverage,Grocery,Adidas,12779.08,15089.63,170,Active
763,Integrated actuating open system,Home,Philips,31059.22,37731.39,-10,Active
572,Ergonomic contextually-based help-desk,Books,Adidas,43310.25,61566.79,400,Active
624,Persevering national info-mediaries,Grocery,LG,21572.57,23870.22,305,Active
859,Re-engineered dedicated application,Beauty,LG,14960.54,17048.33,85,Inactive
759,,Books,Samsung,26319.04,32614.47,221,Active
263,User-centric user-facing implementation,Grocery,Nike,48065.77,71157.39,120,Active
611,Secured full-range Local Area Network,Toys,Samsung,28561.08,34670.15,371,Inactive
298,Virtual cohesive circuit,Electronics,Samsung,3639.94,3848.16,247,Inactive
415,Exclusive multi-tasking ability,Books,Levis,31657.91,37509.86,126,Active
